pct,month,total_list_size
07Q,2012-08-01 00:00:00+00:00,329904
11N,2012-08-01 00:00:00+00:00,556823
05Q,2012-08-01 00:00:00+00:00,210939
00F,2012-08-01 00:00:00+00:00,206413
02T,2012-08-01 00:00:00+00:00,212052
03H,2012-08-01 00:00:00+00:00,168061
5EM,2012-08-01 00:00:00+00:00,2479
08A,2012-08-01 00:00:00+00:00,270984
01M,2012-08-01 00:00:00+00:00,188691
00N,2012-08-01 00:00:00+00:00,154698
00H,2012-08-01 00:00:00+00:00,130609
07K,2012-08-01 00:00:00+00:00,236905
09F,2012-08-01 00:00:00+00:00,186309
10M,2012-08-01 00:00:00+00:00,114537
02E,2012-08-01 00:00:00+00:00,207816
06P,2012-08-01 00:00:00+00:00,214885
03G,2012-08-01 00:00:00+00:00,260441
02G,2012-08-01 00:00:00+00:00,111135
5LE,2012-08-01 00:00:00+00:00,1268
05T,2012-08-01 00:00:00+00:00,289845
02P,2012-08-01 00:00:00+00:00,242763
02H,2012-08-01 00:00:00+00:00,320619
07M,2012-08-01 00:00:00+00:00,367753
08J,2012-08-01 00:00:00+00:00,190839
07J,2012-08-01 00:00:00+00:00,165432
06L,2012-08-01 00:00:00+00:00,389003
09A,2012-08-01 00:00:00+00:00,188307
09D,2012-08-01 00:00:00+00:00,297175
00T,2012-08-01 00:00:00+00:00,297181
03L,2012-08-01 00:00:00+00:00,253328
05A,2012-08-01 00:00:00+00:00,465090
05Y,2012-08-01 00:00:00+00:00,267112
99F,2012-08-01 00:00:00+00:00,180632
03Q,2012-08-01 00:00:00+00:00,339508
11E,2012-08-01 00:00:00+00:00,197015
04N,2012-08-01 00:00:00+00:00,121954
09W,2012-08-01 00:00:00+00:00,278952
10X,2012-08-01 00:00:00+00:00,258715
01Y,2012-08-01 00:00:00+00:00,241000
01H,2012-08-01 00:00:00+00:00,525313
99H,2012-08-01 00:00:00+00:00,290309
10R,2012-08-01 00:00:00+00:00,216173
04X,2012-08-01 00:00:00+00:00,244933
00P,2012-08-01 00:00:00+00:00,284696
99K,2012-08-01 00:00:00+00:00,165676
11C,2012-08-01 00:00:00+00:00,145706
11M,2012-08-01 00:00:00+00:00,617219
05H,2012-08-01 00:00:00+00:00,184100
06K,2012-08-01 00:00:00+00:00,569844
08D,2012-08-01 00:00:00+00:00,280710
00M,2012-08-01 00:00:00+00:00,289486
10A,2012-08-01 00:00:00+00:00,199168
08M,2012-08-01 00:00:00+00:00,373671
10Q,2012-08-01 00:00:00+00:00,685285
00V,2012-08-01 00:00:00+00:00,196329
04H,2012-08-01 00:00:00+00:00,128038
09N,2012-08-01 00:00:00+00:00,213240
03F,2012-08-01 00:00:00+00:00,290132
07W,2012-08-01 00:00:00+00:00,401466
5LA,2012-08-01 00:00:00+00:00,1935
08K,2012-08-01 00:00:00+00:00,385660
06T,2012-08-01 00:00:00+00:00,328671
00G,2012-08-01 00:00:00+00:00,149135
04J,2012-08-01 00:00:00+00:00,289252
03T,2012-08-01 00:00:00+00:00,241981
01A,2012-08-01 00:00:00+00:00,370065
01E,2012-08-01 00:00:00+00:00,209485
10K,2012-08-01 00:00:00+00:00,200366
05R,2012-08-01 00:00:00+00:00,272520
00Q,2012-08-01 00:00:00+00:00,167762
00K,2012-08-01 00:00:00+00:00,288844
07P,2012-08-01 00:00:00+00:00,338816
00W,2012-08-01 00:00:00+00:00,203322
08F,2012-08-01 00:00:00+00:00,252695
03C,2012-08-01 00:00:00+00:00,356654
08N,2012-08-01 00:00:00+00:00,290839
99C,2012-08-01 00:00:00+00:00,215363
09H,2012-08-01 00:00:00+00:00,126770
10J,2012-08-01 00:00:00+00:00,215775
01V,2012-08-01 00:00:00+00:00,122106
04Q,2012-08-01 00:00:00+00:00,129445
10Y,2012-08-01 00:00:00+00:00,199070
09Y,2012-08-01 00:00:00+00:00,351447
03R,2012-08-01 00:00:00+00:00,353700
99J,2012-08-01 00:00:00+00:00,467476
03W,2012-08-01 00:00:00+00:00,316659
00J,2012-08-01 00:00:00+00:00,247450
13P,2012-08-01 00:00:00+00:00,730164
02A,2012-08-01 00:00:00+00:00,233492
10T,2012-08-01 00:00:00+00:00,145125
06A,2012-08-01 00:00:00+00:00,254840
08P,2012-08-01 00:00:00+00:00,199864
04G,2012-08-01 00:00:00+00:00,632697
99E,2012-08-01 00:00:00+00:00,262979
05C,2012-08-01 00:00:00+00:00,314599
09J,2012-08-01 00:00:00+00:00,249906
07Y,2012-08-01 00:00:00+00:00,285362
08G,2012-08-01 00:00:00+00:00,283553
08L,2012-08-01 00:00:00+00:00,310889
08C,2012-08-01 00:00:00+00:00,201270
00D,2012-08-01 00:00:00+00:00,287692
01K,2012-08-01 00:00:00+00:00,160027
02Y,2012-08-01 00:00:00+00:00,301666
09E,2012-08-01 00:00:00+00:00,212107
02D,2012-08-01 00:00:00+00:00,102369
00R,2012-08-01 00:00:00+00:00,168183
08W,2012-08-01 00:00:00+00:00,296792
12D,2012-08-01 00:00:00+00:00,220549
07L,2012-08-01 00:00:00+00:00,203902
06Q,2012-08-01 00:00:00+00:00,380598
04F,2012-08-01 00:00:00+00:00,267912
01N,2012-08-01 00:00:00+00:00,166294
02V,2012-08-01 00:00:00+00:00,202950
09X,2012-08-01 00:00:00+00:00,225877
01X,2012-08-01 00:00:00+00:00,193569
10D,2012-08-01 00:00:00+00:00,106993
05G,2012-08-01 00:00:00+00:00,208398
99G,2012-08-01 00:00:00+00:00,184606
11T,2012-08-01 00:00:00+00:00,212142
08R,2012-08-01 00:00:00+00:00,215570
05P,2012-08-01 00:00:00+00:00,236827
00X,2012-08-01 00:00:00+00:00,174078
02X,2012-08-01 00:00:00+00:00,306212
12A,2012-08-01 00:00:00+00:00,258184
03K,2012-08-01 00:00:00+00:00,169504
06D,2012-08-01 00:00:00+00:00,110001
02F,2012-08-01 00:00:00+00:00,250077
08Q,2012-08-01 00:00:00+00:00,327829
07N,2012-08-01 00:00:00+00:00,227236
07T,2012-08-01 00:00:00+00:00,290792
99D,2012-08-01 00:00:00+00:00,157163
10W,2012-08-01 00:00:00+00:00,128716
11D,2012-08-01 00:00:00+00:00,152068
11X,2012-08-01 00:00:00+00:00,546040
10E,2012-08-01 00:00:00+00:00,141583
03E,2012-08-01 00:00:00+00:00,159842
00Y,2012-08-01 00:00:00+00:00,238979
05X,2012-08-01 00:00:00+00:00,172736
00L,2012-08-01 00:00:00+00:00,321682
08H,2012-08-01 00:00:00+00:00,224660
10N,2012-08-01 00:00:00+00:00,107366
01F,2012-08-01 00:00:00+00:00,128488
06M,2012-08-01 00:00:00+00:00,231466
03D,2012-08-01 00:00:00+00:00,141902
04Y,2012-08-01 00:00:00+00:00,132213
04L,2012-08-01 00:00:00+00:00,145199
05J,2012-08-01 00:00:00+00:00,171091
05V,2012-08-01 00:00:00+00:00,144724
02Q,2012-08-01 00:00:00+00:00,112102
09C,2012-08-01 00:00:00+00:00,124189
09P,2012-08-01 00:00:00+00:00,183053
04E,2012-08-01 00:00:00+00:00,184309
10C,2012-08-01 00:00:00+00:00,90857
04M,2012-08-01 00:00:00+00:00,93529
03V,2012-08-01 00:00:00+00:00,69088
05D,2012-08-01 00:00:00+00:00,134729
02R,2012-08-01 00:00:00+00:00,331453
01R,2012-08-01 00:00:00+00:00,174941
02M,2012-08-01 00:00:00+00:00,151096
09L,2012-08-01 00:00:00+00:00,170611
01T,2012-08-01 00:00:00+00:00,155679
05W,2012-08-01 00:00:00+00:00,279337
03Y,2012-08-01 00:00:00+00:00,102474
05F,2012-08-01 00:00:00+00:00,182391
10G,2012-08-01 00:00:00+00:00,136173
10L,2012-08-01 00:00:00+00:00,141339
06Y,2012-08-01 00:00:00+00:00,222995
00C,2012-08-01 00:00:00+00:00,106219
02N,2012-08-01 00:00:00+00:00,156098
R1D,2012-08-01 00:00:00+00:00,0
5NT,2012-08-01 00:00:00+00:00,0
5QA,2012-08-01 00:00:00+00:00,0
13A,2012-08-01 00:00:00+00:00,0
114,2012-08-01 00:00:00+00:00,790
5K5,2012-08-01 00:00:00+00:00,122
5D7,2012-08-01 00:00:00+00:00,650
5NG,2012-08-01 00:00:00+00:00,608
5MD,2012-08-01 00:00:00+00:00,478
5PG,2012-08-01 00:00:00+00:00,1301
5NK,2012-08-01 00:00:00+00:00,1575
5L1,2012-08-01 00:00:00+00:00,2196
5M2,2012-08-01 00:00:00+00:00,5410
RY6,2012-08-01 00:00:00+00:00,1001
5P9,2012-08-01 00:00:00+00:00,45
5P1,2012-08-01 00:00:00+00:00,0
5QJ,2012-08-01 00:00:00+00:00,0
5PF,2012-08-01 00:00:00+00:00,98
5M6,2012-08-01 00:00:00+00:00,639
112,2012-08-01 00:00:00+00:00,884
5QN,2012-08-01 00:00:00+00:00,2361
5N6,2012-08-01 00:00:00+00:00,1447
5QC,2012-08-01 00:00:00+00:00,2750
5QM,2012-08-01 00:00:00+00:00,4667
00C,2019-01-01 00:00:00+00:00,108625
00D,2019-01-01 00:00:00+00:00,292714
00J,2019-01-01 00:00:00+00:00,262469
00K,2019-01-01 00:00:00+00:00,298219
00L,2019-01-01 00:00:00+00:00,326534
00M,2019-01-01 00:00:00+00:00,297499
00N,2019-01-01 00:00:00+00:00,157721
00P,2019-01-01 00:00:00+00:00,284236
00Q,2019-01-01 00:00:00+00:00,176318
00R,2019-01-01 00:00:00+00:00,174035
00T,2019-01-01 00:00:00+00:00,311696
00V,2019-01-01 00:00:00+00:00,205329
00X,2019-01-01 00:00:00+00:00,184600
00Y,2019-01-01 00:00:00+00:00,257506
01A,2019-01-01 00:00:00+00:00,384219
01C,2019-01-01 00:00:00+00:00,209515
01D,2019-01-01 00:00:00+00:00,235303
01E,2019-01-01 00:00:00+00:00,210714
01F,2019-01-01 00:00:00+00:00,132195
01G,2019-01-01 00:00:00+00:00,277439
01H,2019-01-01 00:00:00+00:00,325120
01J,2019-01-01 00:00:00+00:00,166173
01K,2019-01-01 00:00:00+00:00,349493
01R,2019-01-01 00:00:00+00:00,188008
01T,2019-01-01 00:00:00+00:00,155618
01V,2019-01-01 00:00:00+00:00,125328
01W,2019-01-01 00:00:00+00:00,313610
01X,2019-01-01 00:00:00+00:00,197986
01Y,2019-01-01 00:00:00+00:00,248849
02A,2019-01-01 00:00:00+00:00,243097
02D,2019-01-01 00:00:00+00:00,108052
02E,2019-01-01 00:00:00+00:00,218984
02F,2019-01-01 00:00:00+00:00,265652
02G,2019-01-01 00:00:00+00:00,113748
02H,2019-01-01 00:00:00+00:00,329640
02M,2019-01-01 00:00:00+00:00,178112
02N,2019-01-01 00:00:00+00:00,159873
02P,2019-01-01 00:00:00+00:00,261722
02Q,2019-01-01 00:00:00+00:00,118135
02R,2019-01-01 00:00:00+00:00,334689
02T,2019-01-01 00:00:00+00:00,221300
02W,2019-01-01 00:00:00+00:00,142362
02X,2019-01-01 00:00:00+00:00,322395
02Y,2019-01-01 00:00:00+00:00,305584
03A,2019-01-01 00:00:00+00:00,250006
03D,2019-01-01 00:00:00+00:00,144352
03E,2019-01-01 00:00:00+00:00,163823
03F,2019-01-01 00:00:00+00:00,301054
03H,2019-01-01 00:00:00+00:00,169831
03J,2019-01-01 00:00:00+00:00,194655
03K,2019-01-01 00:00:00+00:00,180042
03L,2019-01-01 00:00:00+00:00,264242
03M,2019-01-01 00:00:00+00:00,120853
03N,2019-01-01 00:00:00+00:00,609178
03Q,2019-01-01 00:00:00+00:00,360771
03R,2019-01-01 00:00:00+00:00,376825
03T,2019-01-01 00:00:00+00:00,251637
03V,2019-01-01 00:00:00+00:00,80082
03W,2019-01-01 00:00:00+00:00,334059
03X,2019-01-01 00:00:00+00:00,97626
03Y,2019-01-01 00:00:00+00:00,104851
04C,2019-01-01 00:00:00+00:00,413039
04D,2019-01-01 00:00:00+00:00,238144
04E,2019-01-01 00:00:00+00:00,195511
04F,2019-01-01 00:00:00+00:00,297118
04G,2019-01-01 00:00:00+00:00,693084
04H,2019-01-01 00:00:00+00:00,135774
04J,2019-01-01 00:00:00+00:00,292905
04K,2019-01-01 00:00:00+00:00,388647
04L,2019-01-01 00:00:00+00:00,153346
04M,2019-01-01 00:00:00+00:00,94236
04N,2019-01-01 00:00:00+00:00,128389
04Q,2019-01-01 00:00:00+00:00,133977
04R,2019-01-01 00:00:00+00:00,559483
04V,2019-01-01 00:00:00+00:00,397459
04Y,2019-01-01 00:00:00+00:00,133590
05A,2019-01-01 00:00:00+00:00,523016
05C,2019-01-01 00:00:00+00:00,320246
05D,2019-01-01 00:00:00+00:00,143320
05F,2019-01-01 00:00:00+00:00,187808
05G,2019-01-01 00:00:00+00:00,218415
05H,2019-01-01 00:00:00+00:00,192721
05J,2019-01-01 00:00:00+00:00,178396
05L,2019-01-01 00:00:00+00:00,574480
05N,2019-01-01 00:00:00+00:00,312110
05Q,2019-01-01 00:00:00+00:00,218386
05R,2019-01-01 00:00:00+00:00,291226
05T,2019-01-01 00:00:00+00:00,313866
05V,2019-01-01 00:00:00+00:00,148692
05W,2019-01-01 00:00:00+00:00,293783
05X,2019-01-01 00:00:00+00:00,188874
05Y,2019-01-01 00:00:00+00:00,288341
06A,2019-01-01 00:00:00+00:00,284010
06D,2019-01-01 00:00:00+00:00,116955
06F,2019-01-01 00:00:00+00:00,485127
06H,2019-01-01 00:00:00+00:00,980296
06K,2019-01-01 00:00:00+00:00,601608
06L,2019-01-01 00:00:00+00:00,410104
06M,2019-01-01 00:00:00+00:00,240225
06N,2019-01-01 00:00:00+00:00,650629
06P,2019-01-01 00:00:00+00:00,236189
06Q,2019-01-01 00:00:00+00:00,393355
06T,2019-01-01 00:00:00+00:00,355340
06V,2019-01-01 00:00:00+00:00,174256
06W,2019-01-01 00:00:00+00:00,238150
06Y,2019-01-01 00:00:00+00:00,230397
07G,2019-01-01 00:00:00+00:00,178356
07H,2019-01-01 00:00:00+00:00,316401
07J,2019-01-01 00:00:00+00:00,176335
07K,2019-01-01 00:00:00+00:00,252387
07L,2019-01-01 00:00:00+00:00,226357
07M,2019-01-01 00:00:00+00:00,427977
07N,2019-01-01 00:00:00+00:00,242873
07P,2019-01-01 00:00:00+00:00,389116
07Q,2019-01-01 00:00:00+00:00,351014
07R,2019-01-01 00:00:00+00:00,292383
07T,2019-01-01 00:00:00+00:00,322700
07V,2019-01-01 00:00:00+00:00,413607
07W,2019-01-01 00:00:00+00:00,442448
07X,2019-01-01 00:00:00+00:00,343063
07Y,2019-01-01 00:00:00+00:00,321868
08A,2019-01-01 00:00:00+00:00,299805
08C,2019-01-01 00:00:00+00:00,261426
08D,2019-01-01 00:00:00+00:00,321932
08E,2019-01-01 00:00:00+00:00,270587
08F,2019-01-01 00:00:00+00:00,280125
08G,2019-01-01 00:00:00+00:00,317044
08H,2019-01-01 00:00:00+00:00,257135
08J,2019-01-01 00:00:00+00:00,211868
08K,2019-01-01 00:00:00+00:00,420524
08L,2019-01-01 00:00:00+00:00,334981
08M,2019-01-01 00:00:00+00:00,408696
08N,2019-01-01 00:00:00+00:00,326003
08P,2019-01-01 00:00:00+00:00,219646
08Q,2019-01-01 00:00:00+00:00,334814
08R,2019-01-01 00:00:00+00:00,222396
08T,2019-01-01 00:00:00+00:00,202887
08V,2019-01-01 00:00:00+00:00,332531
08W,2019-01-01 00:00:00+00:00,314614
08X,2019-01-01 00:00:00+00:00,408735
08Y,2019-01-01 00:00:00+00:00,254276
09A,2019-01-01 00:00:00+00:00,236741
09C,2019-01-01 00:00:00+00:00,134605
09D,2019-01-01 00:00:00+00:00,320872
09E,2019-01-01 00:00:00+00:00,228227
09F,2019-01-01 00:00:00+00:00,197924
09G,2019-01-01 00:00:00+00:00,518015
09H,2019-01-01 00:00:00+00:00,134262
09J,2019-01-01 00:00:00+00:00,271953
09L,2019-01-01 00:00:00+00:00,185399
09N,2019-01-01 00:00:00+00:00,226879
09P,2019-01-01 00:00:00+00:00,189215
09W,2019-01-01 00:00:00+00:00,300966
09X,2019-01-01 00:00:00+00:00,242950
09Y,2019-01-01 00:00:00+00:00,373978
10A,2019-01-01 00:00:00+00:00,207542
10C,2019-01-01 00:00:00+00:00,97138
10D,2019-01-01 00:00:00+00:00,114422
10E,2019-01-01 00:00:00+00:00,146258
10J,2019-01-01 00:00:00+00:00,226880
10K,2019-01-01 00:00:00+00:00,204715
10L,2019-01-01 00:00:00+00:00,144806
10Q,2019-01-01 00:00:00+00:00,756979
10R,2019-01-01 00:00:00+00:00,232615
10V,2019-01-01 00:00:00+00:00,216248
10X,2019-01-01 00:00:00+00:00,289684
112,2019-01-01 00:00:00+00:00,806
11A,2019-01-01 00:00:00+00:00,566927
11E,2019-01-01 00:00:00+00:00,211278
11J,2019-01-01 00:00:00+00:00,803940
11M,2019-01-01 00:00:00+00:00,652552
11N,2019-01-01 00:00:00+00:00,579113
11X,2019-01-01 00:00:00+00:00,579624
12D,2019-01-01 00:00:00+00:00,240412
12F,2019-01-01 00:00:00+00:00,336991
13T,2019-01-01 00:00:00+00:00,530782
14L,2019-01-01 00:00:00+00:00,653691
14Y,2019-01-01 00:00:00+00:00,563152
15A,2019-01-01 00:00:00+00:00,549875
15C,2019-01-01 00:00:00+00:00,1020827
15D,2019-01-01 00:00:00+00:00,464197
15E,2019-01-01 00:00:00+00:00,1320352
15F,2019-01-01 00:00:00+00:00,888469
99A,2019-01-01 00:00:00+00:00,539985
99C,2019-01-01 00:00:00+00:00,220168
99D,2019-01-01 00:00:00+00:00,168110
99E,2019-01-01 00:00:00+00:00,280837
99F,2019-01-01 00:00:00+00:00,185788
99G,2019-01-01 00:00:00+00:00,188816
99H,2019-01-01 00:00:00+00:00,308062
99J,2019-01-01 00:00:00+00:00,497141
99K,2019-01-01 00:00:00+00:00,170849
99M,2019-01-01 00:00:00+00:00,228148
99N,2019-01-01 00:00:00+00:00,493859
99P,2019-01-01 00:00:00+00:00,939209
99Q,2019-01-01 00:00:00+00:00,295960
04C,2017-07-01 00:00:00+00:00,398403
10Q,2017-07-01 00:00:00+00:00,733225
11H,2017-07-01 00:00:00+00:00,507867
99P,2017-07-01 00:00:00+00:00,922521
02F,2017-07-01 00:00:00+00:00,262260
02M,2017-07-01 00:00:00+00:00,151366
06N,2017-07-01 00:00:00+00:00,641649
06T,2017-07-01 00:00:00+00:00,347996
00M,2017-07-01 00:00:00+00:00,294962
03W,2017-07-01 00:00:00+00:00,328539
00K,2017-07-01 00:00:00+00:00,296585
04V,2017-07-01 00:00:00+00:00,387053
04N,2017-07-01 00:00:00+00:00,125848
06K,2017-07-01 00:00:00+00:00,594694
11M,2017-07-01 00:00:00+00:00,639910
07W,2017-07-01 00:00:00+00:00,433662
09A,2017-07-01 00:00:00+00:00,220066
05A,2017-07-01 00:00:00+00:00,504735
08K,2017-07-01 00:00:00+00:00,405218
11D,2017-07-01 00:00:00+00:00,163344
02A,2017-07-01 00:00:00+00:00,240828
08A,2017-07-01 00:00:00+00:00,292782
06H,2017-07-01 00:00:00+00:00,953782
07R,2017-07-01 00:00:00+00:00,276791
04Q,2017-07-01 00:00:00+00:00,133216
08C,2017-07-01 00:00:00+00:00,214483
10R,2017-07-01 00:00:00+00:00,227464
07Y,2017-07-01 00:00:00+00:00,310896
99A,2017-07-01 00:00:00+00:00,523576
03J,2017-07-01 00:00:00+00:00,192601
10A,2017-07-01 00:00:00+00:00,204581
10M,2017-07-01 00:00:00+00:00,118988
11N,2017-07-01 00:00:00+00:00,570651
05N,2017-07-01 00:00:00+00:00,307634
13T,2017-07-01 00:00:00+00:00,519529
00N,2017-07-01 00:00:00+00:00,156643
11J,2017-07-01 00:00:00+00:00,796802
05G,2017-07-01 00:00:00+00:00,217508
09G,2017-07-01 00:00:00+00:00,511801
02W,2017-07-01 00:00:00+00:00,138118
06M,2017-07-01 00:00:00+00:00,238972
03K,2017-07-01 00:00:00+00:00,173473
08E,2017-07-01 00:00:00+00:00,264562
08D,2017-07-01 00:00:00+00:00,315360
07Q,2017-07-01 00:00:00+00:00,347202
99M,2017-07-01 00:00:00+00:00,226688
02D,2017-07-01 00:00:00+00:00,105673
01A,2017-07-01 00:00:00+00:00,379939
04L,2017-07-01 00:00:00+00:00,151639
07M,2017-07-01 00:00:00+00:00,418120
01H,2017-07-01 00:00:00+00:00,323540
00L,2017-07-01 00:00:00+00:00,324170
03E,2017-07-01 00:00:00+00:00,162254
03D,2017-07-01 00:00:00+00:00,144003
99Q,2017-07-01 00:00:00+00:00,291485
12F,2017-07-01 00:00:00+00:00,335890
09N,2017-07-01 00:00:00+00:00,225258
10J,2017-07-01 00:00:00+00:00,225531
11X,2017-07-01 00:00:00+00:00,570991
05L,2017-07-01 00:00:00+00:00,564763
09J,2017-07-01 00:00:00+00:00,266110
03A,2017-07-01 00:00:00+00:00,246857
07P,2017-07-01 00:00:00+00:00,373870
08V,2017-07-01 00:00:00+00:00,315317
04K,2017-07-01 00:00:00+00:00,369280
07G,2017-07-01 00:00:00+00:00,174544
99N,2017-07-01 00:00:00+00:00,486473
05H,2017-07-01 00:00:00+00:00,190481
01J,2017-07-01 00:00:00+00:00,164121
02X,2017-07-01 00:00:00+00:00,318722
03Q,2017-07-01 00:00:00+00:00,352407
11E,2017-07-01 00:00:00+00:00,203666
02R,2017-07-01 00:00:00+00:00,331674
08G,2017-07-01 00:00:00+00:00,308885
08F,2017-07-01 00:00:00+00:00,276363
11A,2017-07-01 00:00:00+00:00,559383
08W,2017-07-01 00:00:00+00:00,308909
03F,2017-07-01 00:00:00+00:00,296516
08N,2017-07-01 00:00:00+00:00,312820
09D,2017-07-01 00:00:00+00:00,314734
09L,2017-07-01 00:00:00+00:00,181989
08R,2017-07-01 00:00:00+00:00,225129
00V,2017-07-01 00:00:00+00:00,202904
10N,2017-07-01 00:00:00+00:00,110790
12A,2017-07-01 00:00:00+00:00,268364
05T,2017-07-01 00:00:00+00:00,308453
02N,2017-07-01 00:00:00+00:00,158745
03T,2017-07-01 00:00:00+00:00,248422
09E,2017-07-01 00:00:00+00:00,222649
07X,2017-07-01 00:00:00+00:00,335931
10T,2017-07-01 00:00:00+00:00,158358
01D,2017-07-01 00:00:00+00:00,231734
07N,2017-07-01 00:00:00+00:00,239579
09P,2017-07-01 00:00:00+00:00,188191
01E,2017-07-01 00:00:00+00:00,213838
08M,2017-07-01 00:00:00+00:00,394091
07K,2017-07-01 00:00:00+00:00,249498
99K,2017-07-01 00:00:00+00:00,170132
09H,2017-07-01 00:00:00+00:00,132079
02Y,2017-07-01 00:00:00+00:00,302560
06Y,2017-07-01 00:00:00+00:00,225854
02E,2017-07-01 00:00:00+00:00,217462
06A,2017-07-01 00:00:00+00:00,277329
08J,2017-07-01 00:00:00+00:00,206827
05X,2017-07-01 00:00:00+00:00,184562
06F,2017-07-01 00:00:00+00:00,474336
08X,2017-07-01 00:00:00+00:00,397922
00Y,2017-07-01 00:00:00+00:00,253397
10Y,2017-07-01 00:00:00+00:00,213512
03R,2017-07-01 00:00:00+00:00,368809
04X,2017-07-01 00:00:00+00:00,331350
02H,2017-07-01 00:00:00+00:00,326398
02G,2017-07-01 00:00:00+00:00,112959
00T,2017-07-01 00:00:00+00:00,307550
03X,2017-07-01 00:00:00+00:00,97561
10L,2017-07-01 00:00:00+00:00,143980
01F,2017-07-01 00:00:00+00:00,130779
14L,2017-07-01 00:00:00+00:00,629041
03L,2017-07-01 00:00:00+00:00,261858
99F,2017-07-01 00:00:00+00:00,184767
07H,2017-07-01 00:00:00+00:00,310019
99J,2017-07-01 00:00:00+00:00,488298
02P,2017-07-01 00:00:00+00:00,258457
00Q,2017-07-01 00:00:00+00:00,174079
01Y,2017-07-01 00:00:00+00:00,246840
13P,2017-07-01 00:00:00+00:00,722328
06Q,2017-07-01 00:00:00+00:00,389258
09F,2017-07-01 00:00:00+00:00,195073
09Y,2017-07-01 00:00:00+00:00,370811
00J,2017-07-01 00:00:00+00:00,256330
11T,2017-07-01 00:00:00+00:00,218922
06P,2017-07-01 00:00:00+00:00,232125
05Q,2017-07-01 00:00:00+00:00,217537
03M,2017-07-01 00:00:00+00:00,119823
02T,2017-07-01 00:00:00+00:00,220162
10K,2017-07-01 00:00:00+00:00,204640
04H,2017-07-01 00:00:00+00:00,133961
99C,2017-07-01 00:00:00+00:00,218503
99H,2017-07-01 00:00:00+00:00,306586
01K,2017-07-01 00:00:00+00:00,359630
05W,2017-07-01 00:00:00+00:00,289303
07L,2017-07-01 00:00:00+00:00,222931
06L,2017-07-01 00:00:00+00:00,404967
00X,2017-07-01 00:00:00+00:00,182401
06W,2017-07-01 00:00:00+00:00,233001
03C,2017-07-01 00:00:00+00:00,374829
09W,2017-07-01 00:00:00+00:00,297752
07T,2017-07-01 00:00:00+00:00,313572
05Y,2017-07-01 00:00:00+00:00,283732
05R,2017-07-01 00:00:00+00:00,283028
08P,2017-07-01 00:00:00+00:00,215836
10G,2017-07-01 00:00:00+00:00,141304
99E,2017-07-01 00:00:00+00:00,277127
04G,2017-07-01 00:00:00+00:00,677343
00D,2017-07-01 00:00:00+00:00,291331
99G,2017-07-01 00:00:00+00:00,187620
01G,2017-07-01 00:00:00+00:00,268375
08Y,2017-07-01 00:00:00+00:00,246084
03N,2017-07-01 00:00:00+00:00,592778
04D,2017-07-01 00:00:00+00:00,237262
03H,2017-07-01 00:00:00+00:00,169263
00P,2017-07-01 00:00:00+00:00,284238
01R,2017-07-01 00:00:00+00:00,183771
03G,2017-07-01 00:00:00+00:00,278504
08T,2017-07-01 00:00:00+00:00,193872
08L,2017-07-01 00:00:00+00:00,325875
00R,2017-07-01 00:00:00+00:00,173121
04E,2017-07-01 00:00:00+00:00,192495
04Y,2017-07-01 00:00:00+00:00,132468
07V,2017-07-01 00:00:00+00:00,409331
09X,2017-07-01 00:00:00+00:00,238687
08H,2017-07-01 00:00:00+00:00,247535
04J,2017-07-01 00:00:00+00:00,292306
05C,2017-07-01 00:00:00+00:00,318492
01W,2017-07-01 00:00:00+00:00,310634
08Q,2017-07-01 00:00:00+00:00,325117
04R,2017-07-01 00:00:00+00:00,550629
11C,2017-07-01 00:00:00+00:00,155016
12D,2017-07-01 00:00:00+00:00,234305
10H,2017-07-01 00:00:00+00:00,342185
07J,2017-07-01 00:00:00+00:00,174551
10D,2017-07-01 00:00:00+00:00,111847
02V,2017-07-01 00:00:00+00:00,215899
05J,2017-07-01 00:00:00+00:00,177214
01T,2017-07-01 00:00:00+00:00,154693
09C,2017-07-01 00:00:00+00:00,131929
10V,2017-07-01 00:00:00+00:00,214293
04F,2017-07-01 00:00:00+00:00,291319
01V,2017-07-01 00:00:00+00:00,124520
02Q,2017-07-01 00:00:00+00:00,116525
10W,2017-07-01 00:00:00+00:00,144383
05V,2017-07-01 00:00:00+00:00,148531
99D,2017-07-01 00:00:00+00:00,165955
01X,2017-07-01 00:00:00+00:00,196955
05D,2017-07-01 00:00:00+00:00,140559
03Y,2017-07-01 00:00:00+00:00,103852
04M,2017-07-01 00:00:00+00:00,93865
05P,2017-07-01 00:00:00+00:00,248471
06D,2017-07-01 00:00:00+00:00,115668
05F,2017-07-01 00:00:00+00:00,186476
10C,2017-07-01 00:00:00+00:00,96477
00C,2017-07-01 00:00:00+00:00,107973
06V,2017-07-01 00:00:00+00:00,173165
10E,2017-07-01 00:00:00+00:00,145018
10X,2017-07-01 00:00:00+00:00,282567
01C,2017-07-01 00:00:00+00:00,207844
03V,2017-07-01 00:00:00+00:00,77190
112,2017-07-01 00:00:00+00:00,767
02W,2013-04-01 00:00:00+00:00,120222
RY6,2013-04-01 00:00:00+00:00,1121
09A,2013-04-01 00:00:00+00:00,192362
07V,2013-04-01 00:00:00+00:00,386710
10X,2013-04-01 00:00:00+00:00,262465
10Q,2013-04-01 00:00:00+00:00,691515
11M,2013-04-01 00:00:00+00:00,620779
03J,2013-04-01 00:00:00+00:00,186940
