pct,month,total_list_size
09E,2018-08-01 00:00:00+00:00,225088
09F,2018-08-01 00:00:00+00:00,196874
09G,2018-08-01 00:00:00+00:00,516322
09H,2018-08-01 00:00:00+00:00,134145
09J,2018-08-01 00:00:00+00:00,270384
09L,2018-08-01 00:00:00+00:00,183194
09N,2018-08-01 00:00:00+00:00,225557
09P,2018-08-01 00:00:00+00:00,189067
09W,2018-08-01 00:00:00+00:00,300171
09X,2018-08-01 00:00:00+00:00,242023
09Y,2018-08-01 00:00:00+00:00,373048
10A,2018-08-01 00:00:00+00:00,207101
10C,2018-08-01 00:00:00+00:00,97152
10D,2018-08-01 00:00:00+00:00,113816
10E,2018-08-01 00:00:00+00:00,145891
10J,2018-08-01 00:00:00+00:00,226595
10K,2018-08-01 00:00:00+00:00,205026
10L,2018-08-01 00:00:00+00:00,144658
10Q,2018-08-01 00:00:00+00:00,747636
10R,2018-08-01 00:00:00+00:00,230077
10V,2018-08-01 00:00:00+00:00,215675
10X,2018-08-01 00:00:00+00:00,285485
112,2018-08-01 00:00:00+00:00,776
11A,2018-08-01 00:00:00+00:00,564224
11E,2018-08-01 00:00:00+00:00,208041
11J,2018-08-01 00:00:00+00:00,801814
11M,2018-08-01 00:00:00+00:00,648850
11N,2018-08-01 00:00:00+00:00,576280
11X,2018-08-01 00:00:00+00:00,576948
12D,2018-08-01 00:00:00+00:00,238980
12F,2018-08-01 00:00:00+00:00,336799
13T,2018-08-01 00:00:00+00:00,524627
14L,2018-08-01 00:00:00+00:00,641971
14Y,2018-08-01 00:00:00+00:00,561646
15A,2018-08-01 00:00:00+00:00,545620
15C,2018-08-01 00:00:00+00:00,1011438
15D,2018-08-01 00:00:00+00:00,461750
15E,2018-08-01 00:00:00+00:00,1313691
15F,2018-08-01 00:00:00+00:00,878709
99A,2018-08-01 00:00:00+00:00,532896
99C,2018-08-01 00:00:00+00:00,219366
99D,2018-08-01 00:00:00+00:00,167652
99E,2018-08-01 00:00:00+00:00,279869
99F,2018-08-01 00:00:00+00:00,185630
99G,2018-08-01 00:00:00+00:00,188742
99H,2018-08-01 00:00:00+00:00,308256
99J,2018-08-01 00:00:00+00:00,495025
99K,2018-08-01 00:00:00+00:00,170932
99M,2018-08-01 00:00:00+00:00,227906
99N,2018-08-01 00:00:00+00:00,492054
99P,2018-08-01 00:00:00+00:00,932072
99Q,2018-08-01 00:00:00+00:00,294749
RXA,2018-08-01 00:00:00+00:00,4376
03C,2011-10-01 00:00:00+00:00,358385
09A,2011-10-01 00:00:00+00:00,188525
08M,2011-10-01 00:00:00+00:00,363979
09G,2011-10-01 00:00:00+00:00,483280
10Q,2011-10-01 00:00:00+00:00,687148
07V,2011-10-01 00:00:00+00:00,384476
05W,2011-10-01 00:00:00+00:00,275038
10T,2011-10-01 00:00:00+00:00,142772
01W,2011-10-01 00:00:00+00:00,293967
00R,2011-10-01 00:00:00+00:00,168061
11H,2011-10-01 00:00:00+00:00,470911
08Y,2011-10-01 00:00:00+00:00,221460
99A,2011-10-01 00:00:00+00:00,489397
07R,2011-10-01 00:00:00+00:00,248849
5NY,2011-10-01 00:00:00+00:00,0
01D,2011-10-01 00:00:00+00:00,223903
5F7,2011-10-01 00:00:00+00:00,0
04V,2011-10-01 00:00:00+00:00,367639
07M,2011-10-01 00:00:00+00:00,359551
08J,2011-10-01 00:00:00+00:00,184114
05P,2011-10-01 00:00:00+00:00,235158
02H,2011-10-01 00:00:00+00:00,320312
03N,2011-10-01 00:00:00+00:00,567222
06L,2011-10-01 00:00:00+00:00,386761
11A,2011-10-01 00:00:00+00:00,539393
99H,2011-10-01 00:00:00+00:00,287411
00M,2011-10-01 00:00:00+00:00,288663
02W,2011-10-01 00:00:00+00:00,118171
99N,2011-10-01 00:00:00+00:00,456294
00P,2011-10-01 00:00:00+00:00,284131
02V,2011-10-01 00:00:00+00:00,201372
05A,2011-10-01 00:00:00+00:00,458943
114,2011-10-01 00:00:00+00:00,832
03F,2011-10-01 00:00:00+00:00,289241
03A,2011-10-01 00:00:00+00:00,239333
04C,2011-10-01 00:00:00+00:00,367876
01T,2011-10-01 00:00:00+00:00,156190
08V,2011-10-01 00:00:00+00:00,275814
06N,2011-10-01 00:00:00+00:00,598585
00C,2011-10-01 00:00:00+00:00,105962
08A,2011-10-01 00:00:00+00:00,266723
09N,2011-10-01 00:00:00+00:00,210293
10X,2011-10-01 00:00:00+00:00,260027
05Q,2011-10-01 00:00:00+00:00,207882
5J2,2011-10-01 00:00:00+00:00,1624
00H,2011-10-01 00:00:00+00:00,131079
99K,2011-10-01 00:00:00+00:00,164092
09J,2011-10-01 00:00:00+00:00,246121
05D,2011-10-01 00:00:00+00:00,133433
01A,2011-10-01 00:00:00+00:00,363283
00V,2011-10-01 00:00:00+00:00,195777
12A,2011-10-01 00:00:00+00:00,257779
09E,2011-10-01 00:00:00+00:00,211651
05T,2011-10-01 00:00:00+00:00,288837
5D7,2011-10-01 00:00:00+00:00,479
00K,2011-10-01 00:00:00+00:00,286355
99P,2011-10-01 00:00:00+00:00,897701
11X,2011-10-01 00:00:00+00:00,544033
00Y,2011-10-01 00:00:00+00:00,231068
05C,2011-10-01 00:00:00+00:00,312724
04R,2011-10-01 00:00:00+00:00,520182
06P,2011-10-01 00:00:00+00:00,212314
03M,2011-10-01 00:00:00+00:00,118021
07G,2011-10-01 00:00:00+00:00,155331
10V,2011-10-01 00:00:00+00:00,204590
05X,2011-10-01 00:00:00+00:00,171410
10R,2011-10-01 00:00:00+00:00,213226
08F,2011-10-01 00:00:00+00:00,248967
02P,2011-10-01 00:00:00+00:00,223766
99J,2011-10-01 00:00:00+00:00,461966
06W,2011-10-01 00:00:00+00:00,204256
08D,2011-10-01 00:00:00+00:00,268218
00T,2011-10-01 00:00:00+00:00,293966
02R,2011-10-01 00:00:00+00:00,329162
00F,2011-10-01 00:00:00+00:00,206188
00W,2011-10-01 00:00:00+00:00,199657
99F,2011-10-01 00:00:00+00:00,179917
10J,2011-10-01 00:00:00+00:00,213706
11M,2011-10-01 00:00:00+00:00,614881
09P,2011-10-01 00:00:00+00:00,179765
06T,2011-10-01 00:00:00+00:00,325034
01Y,2011-10-01 00:00:00+00:00,235147
08N,2011-10-01 00:00:00+00:00,285024
07Q,2011-10-01 00:00:00+00:00,325161
07W,2011-10-01 00:00:00+00:00,391113
07T,2011-10-01 00:00:00+00:00,284279
06H,2011-10-01 00:00:00+00:00,853072
03Q,2011-10-01 00:00:00+00:00,336460
04M,2011-10-01 00:00:00+00:00,93452
06Y,2011-10-01 00:00:00+00:00,220482
08G,2011-10-01 00:00:00+00:00,278760
10A,2011-10-01 00:00:00+00:00,195517
11J,2011-10-01 00:00:00+00:00,749770
08K,2011-10-01 00:00:00+00:00,378719
00Q,2011-10-01 00:00:00+00:00,163779
03G,2011-10-01 00:00:00+00:00,258400
05R,2011-10-01 00:00:00+00:00,271288
04G,2011-10-01 00:00:00+00:00,626920
01H,2011-10-01 00:00:00+00:00,522513
04E,2011-10-01 00:00:00+00:00,183471
11N,2011-10-01 00:00:00+00:00,555120
00L,2011-10-01 00:00:00+00:00,322121
04D,2011-10-01 00:00:00+00:00,224982
06K,2011-10-01 00:00:00+00:00,564793
07X,2011-10-01 00:00:00+00:00,294215
08X,2011-10-01 00:00:00+00:00,364959
01E,2011-10-01 00:00:00+00:00,209747
08Q,2011-10-01 00:00:00+00:00,323879
05N,2011-10-01 00:00:00+00:00,292527
05L,2011-10-01 00:00:00+00:00,527558
04N,2011-10-01 00:00:00+00:00,121620
10M,2011-10-01 00:00:00+00:00,113847
05J,2011-10-01 00:00:00+00:00,168469
13P,2011-10-01 00:00:00+00:00,720583
02E,2011-10-01 00:00:00+00:00,204096
99E,2011-10-01 00:00:00+00:00,261963
04K,2011-10-01 00:00:00+00:00,342728
02Y,2011-10-01 00:00:00+00:00,301361
05Y,2011-10-01 00:00:00+00:00,258260
05G,2011-10-01 00:00:00+00:00,202170
02F,2011-10-01 00:00:00+00:00,249578
01M,2011-10-01 00:00:00+00:00,185796
01G,2011-10-01 00:00:00+00:00,241806
06M,2011-10-01 00:00:00+00:00,230737
08E,2011-10-01 00:00:00+00:00,230298
06A,2011-10-01 00:00:00+00:00,250251
00D,2011-10-01 00:00:00+00:00,287578
09X,2011-10-01 00:00:00+00:00,224034
01V,2011-10-01 00:00:00+00:00,122329
03K,2011-10-01 00:00:00+00:00,168481
04J,2011-10-01 00:00:00+00:00,288428
09Y,2011-10-01 00:00:00+00:00,351423
03E,2011-10-01 00:00:00+00:00,159437
09D,2011-10-01 00:00:00+00:00,299865
01C,2011-10-01 00:00:00+00:00,201906
03T,2011-10-01 00:00:00+00:00,241476
07L,2011-10-01 00:00:00+00:00,199604
08L,2011-10-01 00:00:00+00:00,303573
03D,2011-10-01 00:00:00+00:00,141451
04H,2011-10-01 00:00:00+00:00,127616
07Y,2011-10-01 00:00:00+00:00,280207
09W,2011-10-01 00:00:00+00:00,275877
02Q,2011-10-01 00:00:00+00:00,111556
02X,2011-10-01 00:00:00+00:00,304906
99G,2011-10-01 00:00:00+00:00,183804
04F,2011-10-01 00:00:00+00:00,264440
01R,2011-10-01 00:00:00+00:00,173902
06Q,2011-10-01 00:00:00+00:00,378724
08T,2011-10-01 00:00:00+00:00,183705
01N,2011-10-01 00:00:00+00:00,166078
02A,2011-10-01 00:00:00+00:00,229333
05H,2011-10-01 00:00:00+00:00,183291
12D,2011-10-01 00:00:00+00:00,218759
01J,2011-10-01 00:00:00+00:00,158444
00G,2011-10-01 00:00:00+00:00,150468
07P,2011-10-01 00:00:00+00:00,325363
08P,2011-10-01 00:00:00+00:00,194461
10H,2011-10-01 00:00:00+00:00,322941
02T,2011-10-01 00:00:00+00:00,210848
07H,2011-10-01 00:00:00+00:00,290573
99M,2011-10-01 00:00:00+00:00,217221
01K,2011-10-01 00:00:00+00:00,158843
06F,2011-10-01 00:00:00+00:00,433385
11T,2011-10-01 00:00:00+00:00,210797
09C,2011-10-01 00:00:00+00:00,122599
04L,2011-10-01 00:00:00+00:00,144684
03L,2011-10-01 00:00:00+00:00,249971
08W,2011-10-01 00:00:00+00:00,290023
03Y,2011-10-01 00:00:00+00:00,102266
99C,2011-10-01 00:00:00+00:00,215732
02G,2011-10-01 00:00:00+00:00,111433
07K,2011-10-01 00:00:00+00:00,235570
02M,2011-10-01 00:00:00+00:00,152005
10D,2011-10-01 00:00:00+00:00,106215
08H,2011-10-01 00:00:00+00:00,216833
12F,2011-10-01 00:00:00+00:00,330600
01X,2011-10-01 00:00:00+00:00,192816
03H,2011-10-01 00:00:00+00:00,167566
04X,2011-10-01 00:00:00+00:00,241929
11E,2011-10-01 00:00:00+00:00,194388
08C,2011-10-01 00:00:00+00:00,198465
02D,2011-10-01 00:00:00+00:00,102175
03R,2011-10-01 00:00:00+00:00,352771
09H,2011-10-01 00:00:00+00:00,125350
01F,2011-10-01 00:00:00+00:00,128152
00N,2011-10-01 00:00:00+00:00,154633
04Y,2011-10-01 00:00:00+00:00,129388
07N,2011-10-01 00:00:00+00:00,229025
09L,2011-10-01 00:00:00+00:00,168584
5EM,2011-10-01 00:00:00+00:00,2531
10N,2011-10-01 00:00:00+00:00,106840
02N,2011-10-01 00:00:00+00:00,155790
05F,2011-10-01 00:00:00+00:00,181923
10L,2011-10-01 00:00:00+00:00,140913
03X,2011-10-01 00:00:00+00:00,96106
08R,2011-10-01 00:00:00+00:00,211087
00J,2011-10-01 00:00:00+00:00,242505
09F,2011-10-01 00:00:00+00:00,184545
03J,2011-10-01 00:00:00+00:00,184912
00X,2011-10-01 00:00:00+00:00,173306
10K,2011-10-01 00:00:00+00:00,199474
10G,2011-10-01 00:00:00+00:00,135859
10E,2011-10-01 00:00:00+00:00,140563
07J,2011-10-01 00:00:00+00:00,164250
03W,2011-10-01 00:00:00+00:00,315162
11C,2011-10-01 00:00:00+00:00,144940
99Q,2011-10-01 00:00:00+00:00,280048
10W,2011-10-01 00:00:00+00:00,126416
10Y,2011-10-01 00:00:00+00:00,197860
5M6,2011-10-01 00:00:00+00:00,2824
5QC,2011-10-01 00:00:00+00:00,2820
99D,2011-10-01 00:00:00+00:00,156002
10C,2011-10-01 00:00:00+00:00,90889
04Q,2011-10-01 00:00:00+00:00,129122
5M1,2011-10-01 00:00:00+00:00,3007
05V,2011-10-01 00:00:00+00:00,144482
06V,2011-10-01 00:00:00+00:00,167488
11D,2011-10-01 00:00:00+00:00,150997
06D,2011-10-01 00:00:00+00:00,109721
112,2011-10-01 00:00:00+00:00,932
RY6,2011-10-01 00:00:00+00:00,795
5PT,2011-10-01 00:00:00+00:00,0
5K9,2011-10-01 00:00:00+00:00,0
R1D,2011-10-01 00:00:00+00:00,0
5NP,2011-10-01 00:00:00+00:00,0
5NG,2011-10-01 00:00:00+00:00,451
5N6,2011-10-01 00:00:00+00:00,1178
5LE,2011-10-01 00:00:00+00:00,1117
5LA,2011-10-01 00:00:00+00:00,6035
5K5,2011-10-01 00:00:00+00:00,5191
03V,2011-10-01 00:00:00+00:00,67801
5L1,2011-10-01 00:00:00+00:00,2211
5P9,2011-10-01 00:00:00+00:00,4076
5P1,2011-10-01 00:00:00+00:00,0
5LD,2011-10-01 00:00:00+00:00,0
5PC,2011-10-01 00:00:00+00:00,0
5QJ,2011-10-01 00:00:00+00:00,0
5NT,2011-10-01 00:00:00+00:00,0
5MD,2011-10-01 00:00:00+00:00,629
5PG,2011-10-01 00:00:00+00:00,1314
5PF,2011-10-01 00:00:00+00:00,449
5NK,2011-10-01 00:00:00+00:00,1544
5PD,2011-10-01 00:00:00+00:00,947
5M2,2011-10-01 00:00:00+00:00,5381
112,2014-10-01 00:00:00+00:00,740
RY6,2014-10-01 00:00:00+00:00,1251
09A,2014-10-01 00:00:00+00:00,203099
08M,2014-10-01 00:00:00+00:00,371060
05A,2014-10-01 00:00:00+00:00,482085
10T,2014-10-01 00:00:00+00:00,149848
01C,2014-10-01 00:00:00+00:00,205596
02T,2014-10-01 00:00:00+00:00,216918
00M,2014-10-01 00:00:00+00:00,291392
07V,2014-10-01 00:00:00+00:00,393435
04K,2014-10-01 00:00:00+00:00,361499
99A,2014-10-01 00:00:00+00:00,501448
07R,2014-10-01 00:00:00+00:00,262113
00L,2014-10-01 00:00:00+00:00,322048
99Q,2014-10-01 00:00:00+00:00,288256
00P,2014-10-01 00:00:00+00:00,283859
10Q,2014-10-01 00:00:00+00:00,708823
114,2014-10-01 00:00:00+00:00,707
03C,2014-10-01 00:00:00+00:00,366601
04C,2014-10-01 00:00:00+00:00,375958
01G,2014-10-01 00:00:00+00:00,257137
08Y,2014-10-01 00:00:00+00:00,237813
09L,2014-10-01 00:00:00+00:00,177522
05G,2014-10-01 00:00:00+00:00,215266
06A,2014-10-01 00:00:00+00:00,263725
03H,2014-10-01 00:00:00+00:00,168655
09W,2014-10-01 00:00:00+00:00,293846
02N,2014-10-01 00:00:00+00:00,157320
09H,2014-10-01 00:00:00+00:00,128952
09D,2014-10-01 00:00:00+00:00,307825
08A,2014-10-01 00:00:00+00:00,280551
05L,2014-10-01 00:00:00+00:00,549258
12F,2014-10-01 00:00:00+00:00,333015
99E,2014-10-01 00:00:00+00:00,270212
99G,2014-10-01 00:00:00+00:00,184948
11M,2014-10-01 00:00:00+00:00,631230
08W,2014-10-01 00:00:00+00:00,298493
07T,2014-10-01 00:00:00+00:00,291118
02R,2014-10-01 00:00:00+00:00,337419
07M,2014-10-01 00:00:00+00:00,395584
07X,2014-10-01 00:00:00+00:00,318935
11J,2014-10-01 00:00:00+00:00,782734
06T,2014-10-01 00:00:00+00:00,333328
13P,2014-10-01 00:00:00+00:00,747357
03A,2014-10-01 00:00:00+00:00,242700
03R,2014-10-01 00:00:00+00:00,357699
10A,2014-10-01 00:00:00+00:00,202064
05C,2014-10-01 00:00:00+00:00,314413
99H,2014-10-01 00:00:00+00:00,300501
06K,2014-10-01 00:00:00+00:00,582125
05X,2014-10-01 00:00:00+00:00,177027
03G,2014-10-01 00:00:00+00:00,268256
05T,2014-10-01 00:00:00+00:00,297251
05H,2014-10-01 00:00:00+00:00,185280
03Q,2014-10-01 00:00:00+00:00,348853
08D,2014-10-01 00:00:00+00:00,295128
07K,2014-10-01 00:00:00+00:00,242675
09E,2014-10-01 00:00:00+00:00,217483
11E,2014-10-01 00:00:00+00:00,200730
03L,2014-10-01 00:00:00+00:00,258852
07W,2014-10-01 00:00:00+00:00,416658
08N,2014-10-01 00:00:00+00:00,296581
02F,2014-10-01 00:00:00+00:00,257961
00J,2014-10-01 00:00:00+00:00,249876
07G,2014-10-01 00:00:00+00:00,167836
01A,2014-10-01 00:00:00+00:00,371786
06P,2014-10-01 00:00:00+00:00,222298
08L,2014-10-01 00:00:00+00:00,307423
02V,2014-10-01 00:00:00+00:00,208165
08X,2014-10-01 00:00:00+00:00,373102
03X,2014-10-01 00:00:00+00:00,97287
10L,2014-10-01 00:00:00+00:00,141790
04Q,2014-10-01 00:00:00+00:00,131367
05Q,2014-10-01 00:00:00+00:00,214061
02H,2014-10-01 00:00:00+00:00,322152
04R,2014-10-01 00:00:00+00:00,539899
08F,2014-10-01 00:00:00+00:00,260350
99J,2014-10-01 00:00:00+00:00,474886
06V,2014-10-01 00:00:00+00:00,169841
09G,2014-10-01 00:00:00+00:00,498698
11N,2014-10-01 00:00:00+00:00,563017
04G,2014-10-01 00:00:00+00:00,650586
01R,2014-10-01 00:00:00+00:00,178161
06F,2014-10-01 00:00:00+00:00,455275
00H,2014-10-01 00:00:00+00:00,135366
99C,2014-10-01 00:00:00+00:00,216235
04J,2014-10-01 00:00:00+00:00,290198
08E,2014-10-01 00:00:00+00:00,253937
09X,2014-10-01 00:00:00+00:00,231092
11H,2014-10-01 00:00:00+00:00,488371
05D,2014-10-01 00:00:00+00:00,137193
06N,2014-10-01 00:00:00+00:00,623408
07H,2014-10-01 00:00:00+00:00,298282
99M,2014-10-01 00:00:00+00:00,221616
05P,2014-10-01 00:00:00+00:00,240735
06M,2014-10-01 00:00:00+00:00,234828
04X,2014-10-01 00:00:00+00:00,251012
00W,2014-10-01 00:00:00+00:00,221865
10K,2014-10-01 00:00:00+00:00,201229
99P,2014-10-01 00:00:00+00:00,906328
02X,2014-10-01 00:00:00+00:00,311811
06H,2014-10-01 00:00:00+00:00,903454
09N,2014-10-01 00:00:00+00:00,221059
09Y,2014-10-01 00:00:00+00:00,361007
10R,2014-10-01 00:00:00+00:00,218543
11X,2014-10-01 00:00:00+00:00,557787
01X,2014-10-01 00:00:00+00:00,194884
03K,2014-10-01 00:00:00+00:00,170587
10V,2014-10-01 00:00:00+00:00,210283
05J,2014-10-01 00:00:00+00:00,172819
05Y,2014-10-01 00:00:00+00:00,275733
04V,2014-10-01 00:00:00+00:00,373069
06L,2014-10-01 00:00:00+00:00,396569
00K,2014-10-01 00:00:00+00:00,292290
00T,2014-10-01 00:00:00+00:00,299393
04N,2014-10-01 00:00:00+00:00,123028
03N,2014-10-01 00:00:00+00:00,588052
02A,2014-10-01 00:00:00+00:00,238008
00D,2014-10-01 00:00:00+00:00,287457
00Q,2014-10-01 00:00:00+00:00,169912
01W,2014-10-01 00:00:00+00:00,302774
02W,2014-10-01 00:00:00+00:00,121848
01T,2014-10-01 00:00:00+00:00,154758
02P,2014-10-01 00:00:00+00:00,253912
99N,2014-10-01 00:00:00+00:00,482529
02G,2014-10-01 00:00:00+00:00,111978
11A,2014-10-01 00:00:00+00:00,547391
01H,2014-10-01 00:00:00+00:00,521217
03M,2014-10-01 00:00:00+00:00,118520
06Y,2014-10-01 00:00:00+00:00,230175
01M,2014-10-01 00:00:00+00:00,197835
02Y,2014-10-01 00:00:00+00:00,301674
04M,2014-10-01 00:00:00+00:00,94272
12A,2014-10-01 00:00:00+00:00,262814
02M,2014-10-01 00:00:00+00:00,150893
08V,2014-10-01 00:00:00+00:00,291733
03F,2014-10-01 00:00:00+00:00,289262
04D,2014-10-01 00:00:00+00:00,231118
99F,2014-10-01 00:00:00+00:00,181810
07P,2014-10-01 00:00:00+00:00,360465
11C,2014-10-01 00:00:00+00:00,154527
10G,2014-10-01 00:00:00+00:00,138850
00G,2014-10-01 00:00:00+00:00,161175
10D,2014-10-01 00:00:00+00:00,108395
06W,2014-10-01 00:00:00+00:00,213925
08P,2014-10-01 00:00:00+00:00,207034
06D,2014-10-01 00:00:00+00:00,113127
01D,2014-10-01 00:00:00+00:00,225267
07J,2014-10-01 00:00:00+00:00,169826
07Q,2014-10-01 00:00:00+00:00,337061
03J,2014-10-01 00:00:00+00:00,188069
10W,2014-10-01 00:00:00+00:00,134490
01J,2014-10-01 00:00:00+00:00,161730
09C,2014-10-01 00:00:00+00:00,127003
08C,2014-10-01 00:00:00+00:00,203605
02Q,2014-10-01 00:00:00+00:00,113443
10X,2014-10-01 00:00:00+00:00,270029
01Y,2014-10-01 00:00:00+00:00,242501
05N,2014-10-01 00:00:00+00:00,302426
05F,2014-10-01 00:00:00+00:00,182991
08R,2014-10-01 00:00:00+00:00,217157
10M,2014-10-01 00:00:00+00:00,116499
04E,2014-10-01 00:00:00+00:00,187594
11T,2014-10-01 00:00:00+00:00,214396
10J,2014-10-01 00:00:00+00:00,219284
08K,2014-10-01 00:00:00+00:00,375201
12D,2014-10-01 00:00:00+00:00,228741
01N,2014-10-01 00:00:00+00:00,170721
08T,2014-10-01 00:00:00+00:00,188310
07Y,2014-10-01 00:00:00+00:00,298647
05W,2014-10-01 00:00:00+00:00,283289
10H,2014-10-01 00:00:00+00:00,331486
01E,2014-10-01 00:00:00+00:00,210370
00Y,2014-10-01 00:00:00+00:00,244723
09P,2014-10-01 00:00:00+00:00,184766
03W,2014-10-01 00:00:00+00:00,322252
03T,2014-10-01 00:00:00+00:00,244645
06Q,2014-10-01 00:00:00+00:00,379331
04F,2014-10-01 00:00:00+00:00,278392
10C,2014-10-01 00:00:00+00:00,93601
02E,2014-10-01 00:00:00+00:00,212611
00R,2014-10-01 00:00:00+00:00,171595
09J,2014-10-01 00:00:00+00:00,256269
00N,2014-10-01 00:00:00+00:00,155130
08G,2014-10-01 00:00:00+00:00,298299
01F,2014-10-01 00:00:00+00:00,129491
00X,2014-10-01 00:00:00+00:00,177295
08Q,2014-10-01 00:00:00+00:00,305865
05R,2014-10-01 00:00:00+00:00,275466
04H,2014-10-01 00:00:00+00:00,130092
01V,2014-10-01 00:00:00+00:00,122927
07L,2014-10-01 00:00:00+00:00,209942
08H,2014-10-01 00:00:00+00:00,231418
05V,2014-10-01 00:00:00+00:00,145853
00F,2014-10-01 00:00:00+00:00,207474
03D,2014-10-01 00:00:00+00:00,142668
04Y,2014-10-01 00:00:00+00:00,133482
08J,2014-10-01 00:00:00+00:00,198773
99K,2014-10-01 00:00:00+00:00,167379
11D,2014-10-01 00:00:00+00:00,158108
07N,2014-10-01 00:00:00+00:00,231383
10N,2014-10-01 00:00:00+00:00,109073
99D,2014-10-01 00:00:00+00:00,161508
00V,2014-10-01 00:00:00+00:00,197878
02D,2014-10-01 00:00:00+00:00,102814
10E,2014-10-01 00:00:00+00:00,143655
10Y,2014-10-01 00:00:00+00:00,204518
03V,2014-10-01 00:00:00+00:00,73088
04L,2014-10-01 00:00:00+00:00,148683
03Y,2014-10-01 00:00:00+00:00,102363
01K,2014-10-01 00:00:00+00:00,158371
00C,2014-10-01 00:00:00+00:00,106624
09F,2014-10-01 00:00:00+00:00,189896
03E,2014-10-01 00:00:00+00:00,161416
Q59,2014-10-01 00:00:00+00:00,48
00M,2017-10-01 00:00:00+00:00,295171
03G,2017-10-01 00:00:00+00:00,279213
04C,2017-10-01 00:00:00+00:00,401822
10X,2017-10-01 00:00:00+00:00,285436
05A,2017-10-01 00:00:00+00:00,510653
03J,2017-10-01 00:00:00+00:00,192981
01C,2017-10-01 00:00:00+00:00,208047
11H,2017-10-01 00:00:00+00:00,510733
08J,2017-10-01 00:00:00+00:00,208477
03W,2017-10-01 00:00:00+00:00,329655
99F,2017-10-01 00:00:00+00:00,184834
08D,2017-10-01 00:00:00+00:00,316645
08N,2017-10-01 00:00:00+00:00,314987
09J,2017-10-01 00:00:00+00:00,266984
07Q,2017-10-01 00:00:00+00:00,348196
11E,2017-10-01 00:00:00+00:00,203862
01A,2017-10-01 00:00:00+00:00,380744
01G,2017-10-01 00:00:00+00:00,270436
01W,2017-10-01 00:00:00+00:00,310932
09D,2017-10-01 00:00:00+00:00,315307
07V,2017-10-01 00:00:00+00:00,410031
05Q,2017-10-01 00:00:00+00:00,217542
03C,2017-10-01 00:00:00+00:00,380176
09A,2017-10-01 00:00:00+00:00,222392
00C,2017-10-01 00:00:00+00:00,108136
03R,2017-10-01 00:00:00+00:00,371332
04N,2017-10-01 00:00:00+00:00,126211
07J,2017-10-01 00:00:00+00:00,174911
04F,2017-10-01 00:00:00+00:00,292436
13T,2017-10-01 00:00:00+00:00,523492
11X,2017-10-01 00:00:00+00:00,572819
09F,2017-10-01 00:00:00+00:00,195440
10Q,2017-10-01 00:00:00+00:00,738980
04X,2017-10-01 00:00:00+00:00,333178
06H,2017-10-01 00:00:00+00:00,957044
03T,2017-10-01 00:00:00+00:00,249186
11M,2017-10-01 00:00:00+00:00,643343
05T,2017-10-01 00:00:00+00:00,309590
02D,2017-10-01 00:00:00+00:00,106154
01J,2017-10-01 00:00:00+00:00,164410
00V,2017-10-01 00:00:00+00:00,203438
02H,2017-10-01 00:00:00+00:00,326673
08W,2017-10-01 00:00:00+00:00,310003
13P,2017-10-01 00:00:00+00:00,724092
09P,2017-10-01 00:00:00+00:00,188302
10E,2017-10-01 00:00:00+00:00,144724
04D,2017-10-01 00:00:00+00:00,239826
02W,2017-10-01 00:00:00+00:00,138582
06M,2017-10-01 00:00:00+00:00,239455
07T,2017-10-01 00:00:00+00:00,315528
02V,2017-10-01 00:00:00+00:00,216562
04K,2017-10-01 00:00:00+00:00,376417
06N,2017-10-01 00:00:00+00:00,643228
09N,2017-10-01 00:00:00+00:00,224493
01H,2017-10-01 00:00:00+00:00,323791
99M,2017-10-01 00:00:00+00:00,227073
02R,2017-10-01 00:00:00+00:00,332310
08X,2017-10-01 00:00:00+00:00,399747
03A,2017-10-01 00:00:00+00:00,248282
06W,2017-10-01 00:00:00+00:00,234220
07M,2017-10-01 00:00:00+00:00,420865
07P,2017-10-01 00:00:00+00:00,376060
10Y,2017-10-01 00:00:00+00:00,214379
00Y,2017-10-01 00:00:00+00:00,253787
08E,2017-10-01 00:00:00+00:00,265061
00K,2017-10-01 00:00:00+00:00,296592
11N,2017-10-01 00:00:00+00:00,573294
99A,2017-10-01 00:00:00+00:00,527962
07K,2017-10-01 00:00:00+00:00,250071
04V,2017-10-01 00:00:00+00:00,390052
05F,2017-10-01 00:00:00+00:00,187099
00R,2017-10-01 00:00:00+00:00,173245
06K,2017-10-01 00:00:00+00:00,596188
01D,2017-10-01 00:00:00+00:00,232300
05N,2017-10-01 00:00:00+00:00,308614
99P,2017-10-01 00:00:00+00:00,925952
05L,2017-10-01 00:00:00+00:00,566488
08R,2017-10-01 00:00:00+00:00,225991
10R,2017-10-01 00:00:00+00:00,227920
10H,2017-10-01 00:00:00+00:00,342562
02E,2017-10-01 00:00:00+00:00,217669
00T,2017-10-01 00:00:00+00:00,308220
08G,2017-10-01 00:00:00+00:00,310691
00L,2017-10-01 00:00:00+00:00,324350
07W,2017-10-01 00:00:00+00:00,434800
01K,2017-10-01 00:00:00+00:00,361529
01R,2017-10-01 00:00:00+00:00,184368
07N,2017-10-01 00:00:00+00:00,240216
06Q,2017-10-01 00:00:00+00:00,390061
07R,2017-10-01 00:00:00+00:00,279789
03E,2017-10-01 00:00:00+00:00,162761
99E,2017-10-01 00:00:00+00:00,277607
08P,2017-10-01 00:00:00+00:00,216431
